name,city,income,credit_score,loan_amount,years_employed,points,loan_approved
Sarah Phillips,West John,101582,586,9287,32,75.0,True
Stacey Clark,Port Thomasland,134840,471,34332,24,50.0,False
Maria Hicks,Stoneburgh,109069,629,47693,23,60.0,True
Karen Sosa,Adamsfurt,147677,337,14579,14,60.0,True
Jodi Young,West Ronald,58906,686,38445,10,60.0,True
Jacqueline Pierce,Port Christopher,93993,755,35001,22,80.0,True
Andrew Hunt,Ronaldmouth,58760,742,27801,23,70.0,True
Emily Reyes,South Jesus,65774,377,24533,5,35.0,False
Jonathan Payne,Port Joshuabury,87125,400,8771,4,40.0,False
Joshua Cook,Johnview,93654,495,47244,38,40.0,False
Dr. Nicole Singh DVM,Port Kevinstad,33804,713,27591,37,50.0,False
Alexandra Valdez,Port Raymond,80968,532,48404,13,40.0,False
Jose Hartman,Sharpmouth,74057,648,6627,20,65.0,True
Jessica Mcmahon,Clarkmouth,117670,330,25556,8,50.0,False
Bethany Harding,South Lisastad,119016,647,15777,26,70.0,True
Paul Farmer,Marktown,134614,332,10118,9,55.0,False
Wendy Carroll,Bairdborough,82994,700,5175,34,80.0,True
John Murphy,Fowlerport,124919,395,12234,6,55.0,False
Cassandra Serrano,Johnsonborough,51632,371,26289,18,35.0,False
Eddie Warren,Brownhaven,140166,311,12260,20,60.0,True
Jennifer Moore,East Amandafort,91261,370,26493,13,45.0,False
Daniel Reynolds,Mooreshire,46728,617,39501,12,40.0,False
Melinda Hill,East Seanfurt,111560,552,35462,21,50.0,False
Sherry Stevens,Lake Christophermouth,100008,655,46895,19,60.0,True
Rodney Horn,Wrightchester,33534,768,26209,11,60.0,True
Anna Hale,East Nicoleburgh,148872,580,42162,34,65.0,True
Thomas Wolfe,South Robert,81645,424,25165,4,35.0,False
Kathy Chan,Hayesview,107580,512,34165,2,40.0,False
Benjamin Neal,Jamesfurt,103975,499,26996,2,40.0,False
Brian Stark,Ellenmouth,116900,796,31235,4,75.0,True
Matthew Reeves,Taylorview,33552,465,12179,1,15.0,False
Cassandra Martinez,Jacksontown,41003,579,11059,28,30.0,False
Daniel Johnson,South Heather,114246,835,43009,6,85.0,True
Eric Williams,North Kelseyborough,86179,555,25552,15,45.0,False
Alan Johnson,West Loriland,47786,525,7330,10,35.0,False
Amanda Hunt,Marcusborough,143619,512,36501,25,50.0,False
Barbara Lewis,Marcustown,90515,711,43860,20,65.0,True
Daniel Robinson,Debrastad,53819,344,5412,13,45.0,False
Randall Porter,Lake Amandashire,36590,475,17511,6,20.0,False
Vicki Horton,West Gregory,64099,625,44671,30,50.0,False
Alan Barr,Reyesbury,79689,815,39500,0,65.0,True
Luis Mosley,Joelchester,72906,549,41616,5,30.0,False
James Phillips,South James,57742,338,16601,38,40.0,False
Jill Wiley MD,Dawnton,89598,833,28190,18,85.0,True
Crystal Quinn,Johnside,72840,355,44581,15,35.0,False
Melissa Walker,Boydburgh,74236,752,42273,0,55.0,False
John Mckay,Lake Victoriaborough,129775,428,7013,11,60.0,True
Sandra Frederick,New Christian,145296,778,21412,10,90.0,True
Danielle Thompson,West Justin,79692,759,42654,12,75.0,True
Richard Miller,Raymondburgh,66471,782,29926,27,70.0,True
Nancy Wolf,Smithfurt,128567,737,6454,19,85.0,True
Brittany Barber,Oscarport,139041,764,19561,24,90.0,True
Karen Cook,Gonzalezborough,85255,304,1841,32,55.0,False
Jacqueline Sullivan,Bentleystad,63065,693,33083,19,60.0,True
Leah Ortiz,North Paulshire,139433,466,13728,27,60.0,True
Patricia Walton,Williamfort,40735,677,46642,3,40.0,False
Tammy Fitzgerald,South Austin,91644,670,42350,1,50.0,False
Maria Green,Blackburnberg,32540,560,17214,38,25.0,False
Mary Martin,Port Christopherfurt,128176,707,47272,37,75.0,True
Angela Kent,Martinchester,100702,558,46340,19,45.0,False
Kim Tanner,Jessicaland,36826,411,42692,36,25.0,False
Haley Thomas,Lake Raymond,75870,615,1420,10,70.0,True
April Jones,Warrenport,59389,741,12182,11,80.0,True
Michael Gonzalez,New Stacy,115215,761,38164,13,85.0,True
Anthony White,West Tonya,38993,718,29883,40,50.0,False
Ashley Fields,West Christopherville,132397,583,5211,21,75.0,True
David Washington,North Brucetown,115426,342,7346,13,60.0,True
Adrienne Morrison,Sarahfort,35276,645,40608,27,40.0,False
Michael Cooper,Lisastad,128858,708,25801,39,80.0,True
Henry Rivera,North Stephenfurt,34067,442,2682,38,40.0,False
Joseph Tapia,West Shannon,62411,786,34745,26,70.0,True
April Little,Allenstad,56130,346,49222,20,35.0,False
Cynthia Washington,West Ronniefort,139999,402,49121,24,50.0,False
Cory Thomas,East Tylerland,32671,608,45109,35,40.0,False
Mrs. Stephanie Friedman,Batesbury,111439,549,14870,10,55.0,False
Mary Davis,Holdertown,49973,464,22397,24,25.0,False
Connie Scott,Lynnville,61266,439,36031,40,35.0,False
Ann Holt,New Katie,46544,366,43204,21,25.0,False
Mitchell Fitzgerald,Valdezside,92070,747,16293,14,85.0,True
Earl Rodriguez,Joyborough,117747,418,38541,23,50.0,False
Erik James,West Bryanside,44993,494,26437,27,25.0,False
Jacob Shelton,New Elizabeth,103920,527,7985,25,60.0,True
Samuel Stewart,Maryfort,58569,766,10661,38,80.0,True
Paul Sweeney,New Lukehaven,90952,426,18920,36,50.0,False
Ronald Simpson,Brownmouth,121680,456,47973,13,50.0,False
Taylor Walker,Port Kimberlyfort,63586,701,20601,10,65.0,True
Kimberly Rogers DDS,Katherinefurt,130518,373,35592,18,50.0,False
Thomas Haynes,Davismouth,78351,355,47503,19,40.0,False
Christopher Taylor,Carterberg,51992,514,15295,12,40.0,False
Alexa Barber,Lake Kristenberg,109415,685,28991,10,75.0,True
Anne Mccann,North David,109593,827,43604,21,90.0,True
Tracy Sims,Sanchezville,128032,546,26994,31,55.0,False
Kyle Thompson,Parsonsland,124156,774,43618,24,85.0,True
Matthew Richardson,North Christopherfort,45012,821,15741,1,55.0,False
Victoria Mendoza,Port Brittanyfurt,131946,795,43244,27,85.0,True
Calvin Nguyen,South Lisa,137387,320,26807,35,55.0,False
Rachel Moreno,New Maryside,51465,427,14596,7,35.0,False
Kyle White,Mcbrideville,70768,340,9442,36,45.0,False
Christopher Hart,North Tinahaven,44168,605,24826,34,40.0,False
William Barrett,West Brandon,105849,831,20228,34,95.0,True
Kenneth Neal,Catherinehaven,33365,514,46084,6,20.0,False
Amanda Johnson,West Melissa,70888,520,9795,38,45.0,False
Leslie Ramirez,Jonesview,105470,566,26020,10,55.0,False
Bradley King,Bentleyberg,118781,848,14353,4,85.0,True
Debra Schultz,Lake Nathan,149016,823,40645,10,90.0,True
Christian Riddle,Graybury,79192,379,18702,7,45.0,False
Melinda Russell,Daniellestad,81990,641,18907,9,60.0,True
Courtney Smith,Pettybury,123718,687,7881,7,80.0,True
Nicholas Parker,Davisstad,55995,588,37145,17,50.0,False
Stephanie Jackson,Whiteside,39961,712,32251,37,50.0,False
Adam Palmer,Lake David,107607,687,38195,17,75.0,True
Nicholas Villegas,Lake Charlotte,120520,768,12999,28,90.0,True
Dr. Kathryn Hill,Meyerbury,138864,612,42656,5,60.0,True
Jennifer Edwards,Lake Christopherbury,112213,395,11820,36,55.0,False
Patrick Spencer,Stokestown,61830,734,45370,32,60.0,True
Breanna Jimenez,South Alexanderborough,43356,307,47803,27,25.0,False
Nicole Sanchez,New Shaneburgh,121382,836,15750,11,95.0,True
Ryan Palmer,South Tylerburgh,131250,682,8420,21,85.0,True
Danielle Ryan,West Kevinport,69529,571,14963,0,30.0,False
Laura Robinson,Sarahhaven,141449,336,31346,39,55.0,False
Amy Smith,Murphystad,119687,409,1337,22,60.0,True
Charlotte Gomez,South Travisland,108697,841,34706,9,85.0,True
Thomas Smith,Jeremyfurt,135582,683,20613,23,80.0,True
Clarence Cain,South Dianamouth,45866,465,10166,22,35.0,False
Abigail Stephenson,North Jake,134363,341,9760,25,60.0,True
Gary Johnson,South Susan,104177,572,8785,26,60.0,True
Jon Maldonado Jr.,Shawfurt,132581,434,8191,6,55.0,False
Beth Cooper,Port Gabrielleton,35383,650,29158,38,40.0,False
Jessica Roberts,Millerchester,75508,553,41475,9,35.0,False
Chelsea Campbell,Port Josephbury,99827,739,14003,30,75.0,True
Rhonda Haynes,East Victoria,86148,452,16032,7,45.0,False
Andrew Mooney,South Andres,116706,504,6959,3,50.0,False
Joseph Graves,East Matthew,78571,790,5020,32,90.0,True
Anthony Rodriguez,Juanstad,39038,728,17185,20,50.0,False
Catherine Smith,Jasonfort,96317,586,40749,6,50.0,False
David Henry,Kevinville,114874,313,45758,35,50.0,False
Bianca Ward,Juliashire,74725,841,40630,23,75.0,True
Donald Silva,North Davidville,31658,342,39440,12,25.0,False
Jeremy Garcia,Kevinfort,141355,506,35967,9,45.0,False
Corey Pierce,Patriciaside,85057,655,24986,28,60.0,True
Autumn Graham,Barneshaven,137784,322,11940,38,60.0,True
Walter Roberts,Port Teresaborough,94251,707,33442,34,70.0,True
Valerie Martin,Hartfurt,43833,710,40794,17,50.0,False
Aaron Armstrong,Port Williamhaven,86822,837,17962,19,90.0,True
Elizabeth Adams,East Jeffreyside,77472,543,20126,2,35.0,False
Teresa Ramirez,West Morgan,113307,352,43101,15,50.0,False
Christine Wilson DDS,Markside,146860,570,48322,8,45.0,False
Logan Nguyen,Lake Lisastad,138620,524,48872,17,50.0,False
Wesley Medina,Lake Juliefurt,90258,563,42040,40,40.0,False
Christine Ramos,Josephshire,122708,704,11200,28,85.0,True
Nicholas Richardson,Davisburgh,50052,770,13125,11,75.0,True
John Blair,Andrewburgh,87080,481,26834,38,45.0,False
Charles Simmons,Stoutfurt,53086,402,48468,33,35.0,False
Paul Smith,South Patrickville,126180,313,43236,2,40.0,False
Randy Adams,Port Tammyville,98386,646,47363,5,50.0,False
John Hart,Ochoaport,115256,639,32385,9,60.0,True
Joshua Adams,North Malloryville,65400,603,7721,32,60.0,True
Jennifer Smith,North Jeremy,110728,694,10658,22,85.0,True
Courtney Koch,Mcdanielville,135932,803,12112,7,95.0,True
Tyler Campbell,New Matthewstad,100539,386,3840,38,60.0,True
Jeffrey Rogers,Lake Ronald,131533,608,41944,18,65.0,True
Brian Hendricks,Sarahland,93372,302,10741,9,45.0,False
James Griffith,Briggsville,90931,737,48625,17,65.0,True
Frank Anderson,Gomezfort,87091,734,32541,26,70.0,True
Mallory Taylor,South Robert,138230,809,36307,34,90.0,True
Joshua Hall Jr.,Rosebury,125817,389,16413,23,55.0,False
Xavier Smith,Rosarioville,107656,361,23894,23,55.0,False
Sharon Fuentes,Stevenside,65179,731,16892,13,65.0,True
Amy Taylor,South Jessica,72245,734,25358,3,55.0,False
Mary Jones,North Dylan,141635,444,6176,15,60.0,True
Keith Cervantes,Port Ian,62177,443,35566,19,35.0,False
Nathan Wallace,West Danielton,138885,332,40595,11,50.0,False
Alexandra Wall,Spencerview,41359,813,21056,14,65.0,True
Christopher Dudley,Spenceberg,66559,516,27240,39,35.0,False
James Carson,Port Heatherfort,145557,620,43775,25,65.0,True
Carmen Pratt,Leeville,89087,406,6099,23,55.0,False
Sarah Johnson,Franciscoville,61963,366,14887,38,45.0,False
Theodore Lopez,Lake Sarah,128366,546,18640,5,50.0,False
Krystal Elliott,Williamsmouth,90910,395,21224,0,35.0,False
Dr. Tina Porter,Karenstad,104691,432,47049,6,40.0,False
Steven Gordon,North Brenda,109997,691,32257,37,75.0,True
Amanda Martin,Millerland,117580,537,15132,9,50.0,False
Candace Stuart,Sethberg,79674,647,20060,23,60.0,True
Teresa Williams,Allenland,74092,456,38152,40,35.0,False
Anne Smith PhD,Amyland,33761,810,7167,29,75.0,True
Timothy Martin,Barbarastad,94789,391,5661,11,55.0,False
Julia Andersen,Kathrynmouth,141536,443,9124,36,60.0,True
Jack Mitchell MD,South Michael,72600,621,25489,5,50.0,False
Katie Baker,New Tiffanyton,53834,550,46858,35,35.0,False
Samuel Roberts,New Reginald,93904,374,15617,24,50.0,False
Maureen Bailey,Daymouth,57802,411,6624,11,45.0,False
Sylvia Nielsen,Gonzalezmouth,76507,366,21793,21,45.0,False
Katelyn Park DDS,Shawnside,134573,459,31799,9,50.0,False
Erica Johnson,Brownstad,63862,740,32025,13,70.0,True
Sean Cisneros,Nelsonburgh,74608,385,10288,4,35.0,False
Brad Russo,Savagehaven,66655,519,44885,16,35.0,False
Anthony Jacobson,Petersonport,145385,468,14015,22,60.0,True
Karen Nichols,Lake Samuel,108139,698,1650,35,85.0,True
Linda Miller,West Elizabeth,121905,624,1929,9,70.0,True
Taylor Porter,Danielchester,145357,569,35124,0,40.0,False
Terri Mathews DDS,North Jefferyborough,66211,730,46642,34,60.0,True
Lindsay Robinson,East Teresa,102848,314,25265,23,55.0,False
Steven Shaw,Lake Victormouth,31330,723,27895,22,50.0,False
Joshua Mills,Danielburgh,97715,769,29074,23,80.0,True
Kurt Daniels,Mitchellchester,55042,590,47012,39,50.0,False
Susan Garcia,Port Maryland,41221,316,41387,26,25.0,False
Paul Hanson,Lake Seanshire,61635,333,44759,18,35.0,False
Christy Frank,Wilsonfort,124381,427,23977,29,55.0,False
Robert Padilla,Smithstad,83271,529,34263,18,40.0,False
Matthew Parker,Nuneztown,94038,724,3141,0,65.0,True
Richard Randall,Matthewshire,102768,740,16848,35,90.0,True
Cheryl Newman,Port Sarahchester,129374,431,42698,24,50.0,False
Carrie Strong,South Jerry,61499,429,34046,7,30.0,False
Rachel Cameron,Maryburgh,120519,630,14353,5,65.0,True
Jeffrey Fuller,North Christine,92402,380,38473,24,40.0,False
Nicholas Lucero,Jacobbury,114659,604,13702,34,70.0,True
Molly Roman,Townsendton,123302,581,6437,9,70.0,True
Margaret Riley,North Stephenville,94332,409,10295,18,50.0,False
Christopher Jones,Robertaborough,88743,700,7597,31,80.0,True
Jennifer Tucker,East Gracefurt,133931,621,42520,28,65.0,True
Keith Obrien,North Theresastad,32260,795,41239,38,60.0,True
Brooke Harmon,East Catherineside,42196,323,34947,32,25.0,False
Cindy Diaz,North Mark,68566,525,6468,8,45.0,False
John Ashley,Jeanport,59045,778,49837,31,70.0,True
Travis Nielsen,Geraldview,83005,702,7743,37,80.0,True
Laurie Martin,Lake Tony,120673,756,28770,38,90.0,True
Rose Dean,Pattersonshire,61890,661,25507,40,50.0,False
Joanna Preston,Brendaport,70135,843,24085,25,80.0,True
Christopher Morris,West John,117026,520,44054,23,50.0,False
Richard Martinez,Haleymouth,106225,518,31498,36,50.0,False
Stephanie Hoffman,Campbellborough,78368,839,15251,6,85.0,True
Michelle Shah,New Patriciachester,92031,745,21826,20,85.0,True
Anthony Snyder,West Robertville,102544,763,12215,38,90.0,True
James Ray,Andrewshire,99588,304,31262,18,45.0,False
Walter Johnson,West Deannaland,75056,781,7233,26,90.0,True
Denise Molina,Millermouth,85771,805,41129,3,70.0,True
Michael Gibson,Port Nathanielville,127771,329,15681,3,45.0,False
Brenda Holder,Perezland,102140,495,48455,23,45.0,False
Amy Ware,North Brandonport,73357,376,18283,21,45.0,False
Rebecca Gray,East Brandy,76112,422,9276,20,50.0,False
Nicole Barron,Walshville,122124,834,35576,15,90.0,True
Mary Bray,Kendrafort,89473,531,7016,16,55.0,False
Michelle Gomez,Lake Deborah,65509,510,46545,4,25.0,False
Johnny Lewis,South Lori,70189,492,32958,6,30.0,False
Robert Gill,Kathleenport,62951,764,43945,9,65.0,True
Ashley Anderson,Paulmouth,60217,825,14305,25,85.0,True
Donald Martin,Stephanieshire,45814,404,10652,29,35.0,False
Natasha Allen,Lopeztown,124540,787,44377,33,85.0,True
Derek Mcintosh,West Ryanberg,55242,706,33911,27,60.0,True
Amy Nelson,North Deborahchester,71359,498,20267,12,40.0,False
Kirk Moreno,Stoneville,45670,351,43358,15,25.0,False
Colleen Brown,New Josephland,127370,844,7621,17,100.0,True
Manuel Baldwin,Longbury,100236,574,33451,13,50.0,False
Dalton Walsh,Jessicaville,129901,489,33980,39,50.0,False
Eric Knox,East Leslie,120461,371,11921,11,60.0,True
Jesse Rivers,Pattersontown,54267,481,18290,4,30.0,False
Philip Smith,Tarashire,55105,301,33001,15,35.0,False
Andrew Smith,Maryhaven,58361,815,11964,9,80.0,True
Ariel Lara,Shaunstad,126810,563,44477,31,50.0,False
Jimmy Carey,Jenniferhaven,93464,795,8389,17,90.0,True
Monica Smith,Chaseberg,66241,665,33625,1,35.0,False
Patrick Mcpherson,Jamieland,124972,498,25758,40,55.0,False
Donald Sims,Archerhaven,107278,479,18387,22,55.0,False
Jeanne Butler,Kyleton,129641,832,46995,21,90.0,True
Barbara Pope,Keithtown,98765,810,45926,9,75.0,True
Chris Levy,West Tommy,108222,366,20315,0,40.0,False
Daniel Petersen,North Tracytown,67093,740,24085,0,60.0,True
Chad Koch,North Jennifer,43176,446,49041,12,25.0,False
Thomas Carter,South Sarahbury,139134,695,28693,25,80.0,True
Annette Green,Carlaburgh,55443,746,45493,20,70.0,True
Brenda Saunders,Derekside,68829,504,20730,19,40.0,False
Keith Fuller,South Kimberly,59816,747,7294,8,75.0,True
Melissa Gordon,Taylorchester,77301,777,28558,26,80.0,True
Thomas Johnson,Davisberg,53519,609,16902,37,55.0,False
Bethany Daniels,Brianfurt,69618,428,27407,0,25.0,False
Phillip Holmes,North Brianville,31854,641,39950,6,35.0,False
Krystal Vaughn,North Joyhaven,122801,354,46978,13,50.0,False
Kristina Coffey,East Patty,100010,458,20719,40,55.0,False
William Smith,Hansonborough,46591,417,5400,0,20.0,False
Spencer Meyer,East Dale,65954,325,34148,28,35.0,False
Timothy Evans,Mcgrathbury,35965,566,41157,28,25.0,False
Lisa Reynolds,East Donaldbury,37146,474,34522,34,25.0,False
John Roberts,New Trevorview,102529,700,26285,6,70.0,True
Robert Hernandez,Stephenshire,68290,698,1722,37,75.0,True
Matthew Barry,Williamsstad,121411,442,31664,29,50.0,False
William Howard,West Rachel,46551,837,26599,32,65.0,True
Matthew Bell,Stephenberg,113606,585,44151,19,65.0,True
Andrea Franco,Bennettfort,143830,484,38751,32,50.0,False
Kelly Anderson,Briannashire,128669,656,39305,39,65.0,True
Andrea Johnson,East Colin,94340,408,33730,30,45.0,False
David Ingram,North Rachel,43446,478,48720,24,25.0,False
Jennifer Brown,Dannyland,144389,752,25531,38,90.0,True
Alyssa Thompson,Lake Shannonberg,31607,504,13826,16,25.0,False
Michael Perez DDS,Cervantesborough,105243,388,39149,1,35.0,False
Mary Harris,North Michael,67268,717,38243,34,60.0,True
Gina Fleming,Leeborough,91524,785,33823,22,80.0,True
Steven Castaneda,South Ronaldfurt,92746,372,38299,5,35.0,False
Joseph Garcia,Hallside,87733,638,2477,14,70.0,True
Donna Clayton,Warnerland,74657,461,19878,4,30.0,False
Dana Holmes,Reginaldton,54164,413,39192,30,35.0,False
Victoria Delgado,West Robertborough,36734,642,4892,8,45.0,False
Robert Rivera,East Trevorshire,63092,336,23665,4,30.0,False
Linda Salazar,New Timothyberg,142947,577,48404,2,40.0,False
Jonathan Perez,Ryanport,92616,533,2405,3,45.0,False
Richard Gonzalez,Flemingtown,44953,793,4417,24,75.0,True
Melissa Jordan,Dunnville,137756,748,8732,39,95.0,True
Mrs. Cheryl Kim,East Jesseshire,38564,310,15884,26,25.0,False
Stacy Mcguire,Port Alexisbury,82521,358,6020,3,45.0,False
Christopher Williams,Carriebury,94454,599,9501,38,65.0,True
Matthew Douglas,West Shawnaborough,39710,806,47219,22,65.0,True
Shannon Wallace,Shellyside,105631,599,43837,15,60.0,True
Debra Wolfe,North Michaelchester,112502,797,19335,5,85.0,True
Chad Daugherty,West Judy,119974,515,9044,23,60.0,True
Rachel Johnson,Lake Scott,37026,764,8486,1,55.0,False
Mr. Donald Cruz PhD,North Joshuafurt,49887,807,2235,24,80.0,True
Andrew Harris,Lake Ryan,49555,353,44280,19,25.0,False
Phillip Pineda,Sandraview,136318,521,2792,21,60.0,True
Lisa Glenn,Port Danielfurt,103772,594,36046,29,65.0,True
Nathan Mack,Franciscofurt,69824,778,49865,15,70.0,True
Adrian Marsh,Christopherbury,41164,602,23120,36,40.0,False
Luis Ward,Kimberlytown,62530,427,21112,36,40.0,False
Sara Abbott,Fordmouth,45525,309,31568,2,15.0,False
Karen Richard,South Brian,103147,381,19117,39,55.0,False
Tiffany Alexander,Katieview,130197,565,33435,8,45.0,False
Christopher Pitts,East Dannyton,84548,488,45855,32,40.0,False
Lauren Williams,North Stephanie,109471,565,17871,1,40.0,False
Shannon Gomez,New Jimmyville,108135,379,34222,28,50.0,False
Billy Harris,Mariachester,133643,373,43066,27,50.0,False
Briana Nguyen,Matthewchester,111057,683,31846,18,75.0,True
Caitlin Williams,New Anthony,59581,516,21519,32,40.0,False
Natalie Logan,Shelbyfurt,131671,333,44061,9,45.0,False
Zachary Miller,East Arianashire,98494,728,36321,7,65.0,True
Kelsey Williams,Hopkinshaven,79856,751,21770,17,80.0,True
Kenneth Bartlett,Johnstad,89049,536,30872,20,45.0,False
Shirley Cox,Annland,149079,670,43816,30,75.0,True
Joann Barnes,New John,88028,717,45178,37,65.0,True
Lisa Flynn,Leeland,68974,718,28592,32,60.0,True
Ms. Mackenzie Barton,South Alexis,142743,423,28435,16,55.0,False
Michelle Harrison,East Mollychester,107139,324,46222,10,45.0,False
Brandi Camacho DVM,Gomezfurt,86207,547,47660,18,40.0,False
Steven Villanueva,Lake Brandonstad,70026,759,27796,40,75.0,True
Ruben Roberts,Gravesburgh,104531,821,6491,9,95.0,True
Linda Wood,Graymouth,111399,480,34336,37,50.0,False
Raymond Hall,Petersonshire,37894,830,35419,37,65.0,True
Tanya Mitchell,Floresburgh,109905,446,3748,13,60.0,True
Donald Hobbs,Coryport,127004,469,8769,18,60.0,True
Jeffrey Mcclure,Sheilaview,43006,408,16183,17,30.0,False
Daniel Roberson,North Carmen,129973,340,36378,34,50.0,False
Adriana Wall,West Jamesshire,57235,736,48978,28,60.0,True
Sandra Phillips,Lake Jasmineville,111987,755,29328,31,85.0,True
Sean Kaiser,West Lindabury,57659,376,22437,10,40.0,False
Desiree Mccoy,Lake Haileyton,64687,743,7582,33,80.0,True
Ryan Guerrero,Lake Courtneybury,116563,440,39426,24,50.0,False
Connie Gonzalez,Hernandezburgh,40641,808,19520,8,60.0,True
Shawn Tapia,North Ryan,50585,802,37551,39,75.0,True
Christopher Barnes,Christinashire,61439,540,42793,22,35.0,False
Mr. Christopher Evans,West Elizabeth,52782,801,42289,25,75.0,True
Kimberly Phillips,North Sydney,102350,594,28498,28,65.0,True
Matthew Wilson,Huberville,39838,655,46676,25,40.0,False
Patricia Webb,Burkebury,50517,329,20066,17,40.0,False
Stacy Patton,New Kelseyview,30350,625,27950,25,40.0,False
Jessica Green,West Toddbury,83545,647,42698,2,45.0,False
Jason Armstrong,New Jamie,89048,412,41193,39,40.0,False
Larry Smith,Port Nicholasmouth,120357,661,37234,4,55.0,False
Kelly Cox,East Mary,107832,705,48043,14,70.0,True
Christopher Brooks,Lewisbury,91592,313,3364,1,40.0,False
Kelsey Mason,Williamsport,68175,608,2588,14,65.0,True
Melissa Johnson,Port Kristenfurt,34278,434,49531,17,25.0,False
Angela Wagner,Smithside,60340,455,7262,37,45.0,False
Cheyenne Obrien,Kristenchester,67762,824,49724,1,60.0,True
Jimmy Garcia,Bennettchester,122662,395,15565,26,55.0,False
Karen Velez,South Andre,67056,808,48681,25,75.0,True
Pamela Klein,Walkertown,122141,706,16211,28,80.0,True
Justin Day,Douglasland,142670,397,37758,10,50.0,False
Tom Watkins,East Richardfort,89510,835,48384,36,80.0,True
Amy Snyder,Collinsmouth,39329,454,3392,20,40.0,False
Linda Savage,Hannahside,120096,800,36755,31,90.0,True
Matthew Morris,Robertsonland,60595,407,28898,4,25.0,False
Peter Martin,East Jamesville,64675,339,28799,31,35.0,False
Robert Freeman,Rossport,133262,420,29539,18,55.0,False
Shirley Nelson,Christinastad,133710,469,10274,18,60.0,True
Christine Mendez,Aprilview,111927,783,31335,13,85.0,True
Tammy Cortez,East Alice,107304,785,1643,20,95.0,True
Chris Jones,West Jacquelineborough,116662,396,36240,29,50.0,False
Antonio Harrison,North Michael,135369,531,23607,40,55.0,False
Corey Mitchell,Silvaport,55928,676,41927,25,60.0,True
Kristina May,North Brittany,85723,405,48884,13,40.0,False
Dennis Garcia,Riverashire,45043,583,49317,39,40.0,False
Kara Jackson,East Christopher,101376,450,10393,10,55.0,False
Aaron Miller,East Williammouth,59466,735,44571,30,60.0,True
Jonathan Wilson,Bennettfurt,114886,785,24264,19,90.0,True
Emily Miller,East Sonia,49528,584,47618,9,35.0,False
Kristina Henry,Ginaside,149067,745,43735,22,85.0,True
Sean Wyatt,Jessicaborough,64816,495,26064,23,35.0,False
Joseph Smith,Markstad,138348,559,33951,0,40.0,False
Amanda Hill,Sandersview,48643,580,41977,3,30.0,False
Samantha Roy,Osbornmouth,39359,802,12388,30,70.0,True
Maria Gardner,North Mikeberg,37816,481,9627,5,25.0,False
Ryan Brown,West Connorside,51747,584,13725,39,55.0,False
Faith Powers,Rachaelburgh,133891,675,34838,0,60.0,True
Jennifer Monroe,North Jameshaven,70319,451,48772,17,35.0,False
Jeremy Hill,Lake William,107993,477,42635,0,35.0,False
Justin Wilson,Carrollland,128167,774,6777,7,90.0,True
Catherine Miller,Brittanytown,138034,473,1684,13,60.0,True
Julia Wiley,West Mary,104607,495,49982,8,40.0,False
James Mitchell,Donaldmouth,67828,723,15808,12,70.0,True
Curtis Krause,Heidiview,87560,394,33105,22,45.0,False
Hannah May,Gallegosburgh,46299,337,39353,24,25.0,False
Keith Chaney,Reedport,91433,512,23425,32,45.0,False
Natalie Adams,West Jeffery,120266,567,3060,7,55.0,False
Lynn Alvarez,Willisstad,69857,686,44142,37,60.0,True
Erica Garcia,Mistytown,121715,462,28617,30,55.0,False
Elizabeth Owens,Port Andrew,82757,767,39900,36,75.0,True
Monica Wells,West Jennifer,65683,645,32624,25,50.0,False
Wesley Rich,South Ronaldview,95597,710,39867,1,50.0,False
Christopher Turner,New Karen,100776,433,44477,21,45.0,False
Amy Davis,Port Michael,94722,705,11835,29,75.0,True
Charles Andrade,Kyleburgh,87377,541,14324,27,50.0,False
David Cohen,Adamburgh,40543,652,7547,30,50.0,False
Jennifer Lewis,Barnettmouth,108385,548,7279,24,60.0,True
Phillip Anderson,Rachaelchester,35224,703,36003,4,40.0,False
Michael Cordova,East Nicoleburgh,146578,540,25191,23,55.0,False
Rodney Bishop,Melendezbury,86626,441,33764,12,45.0,False
Eric Davis,Valdezchester,126276,454,19675,19,55.0,False
Roberto Johnson,Whitefurt,72247,829,7975,29,85.0,True
Hannah Oconnor,Laratown,109129,464,21907,8,50.0,False
Janet Gibson,Valdezfurt,62816,732,4572,19,75.0,True
Patrick Wilson,Shawfort,33390,643,36063,23,40.0,False
Christopher Coleman,Bergland,41970,453,1455,21,40.0,False
Michelle Scott,Grahammouth,60005,588,3611,7,60.0,True
Julia Williams,Johnnymouth,118381,603,2542,34,75.0,True
Edward Butler,Nguyenton,139570,414,24412,2,45.0,False
Jennifer Thompson,East Jessicafort,142789,741,19002,22,90.0,True
Melissa Sanchez,Williamsmouth,105392,681,3509,9,80.0,True
Misty Burnett,South Williamland,106955,645,42729,19,65.0,True
Alex Clements,Jenniferland,32719,743,8630,12,65.0,True
Whitney Gilbert,Lake Lauren,130238,683,38574,30,75.0,True
Timothy Hill,West Walter,118117,346,40624,25,50.0,False
Megan Nelson,Clarkchester,137665,432,19007,17,55.0,False
Richard Reid,East Jeffreymouth,65325,526,5176,39,50.0,False
Michael Wilcox,Waltersmouth,105529,698,32169,35,75.0,True
Gilbert Reed,Hernandezfort,35273,515,35880,10,25.0,False
Dawn Johnson,Lake Tommystad,130022,385,14602,33,55.0,False
Edgar Stewart,Johnsonshire,129125,470,41911,22,50.0,False
